,SEX,AGE,ACTIVITY,COUNTRY,MONTH,YEAR,SPECIES,TYPE,FATAL,INJURY
2397,M,Youth,Swimming,SOUTH AFRICA,2,1995,Raggedtooth shark,Unprovoked,N,LOWER EXTREMITIES
2399,M,Children,Swimming,SOUTH AFRICA,1,1995,Tiger shark,Unprovoked,Y,FATAL
2405,M,Young Adult,boarding,SOUTH AFRICA,12,1994,White shark,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
2411,M,Adult,treading,USA,12,1994,White shark,Unprovoked,Y,LOWER EXTREMITIES
2414,F,Young Adult,Surfing,USA,11,1994,Non defined,Unprovoked,N,OTHERS
2418,F,Children,Wading,USA,1,1994,Non defined,Provoked,N,LOWER EXTREMITIES
2421,M,Adult,Surfing,USA,9,1994,White shark,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
2423,F,Children,Undefined,USA,9,1994,Non defined,Unprovoked,N,OTHERS
2427,M,Youth,Windsurfing,REUNION,7,1994,Bull shark,Unprovoked,Y,FATAL
2428,M,Youth,Surfing,SOUTH AFRICA,7,1994,White shark,Unprovoked,Y,LOWER EXTREMITIES
2429,M,Young Adult,Surfing,SOUTH AFRICA,7,1994,White shark,Unprovoked,N,LOWER EXTREMITIES
2431,M,Youth,Surfing,USA,7,1994,Non defined,Unprovoked,N,OTHERS
2432,M,Young Adult,Spearfishing,BAHAMAS,6,1994,Non defined,Unprovoked,N,OTHERS
2434,M,Children,Surfing,USA,5,1994,Non defined,Unprovoked,N,LOWER EXTREMITIES
2438,M,Youth,Surfing,USA,5,1994,Non defined,Unprovoked,N,LOWER EXTREMITIES
2449,M,Youth,Surfing,USA,2,1994,Non defined,Unprovoked,N,LOWER EXTREMITIES
2451,M,Youth,Surfing,SOUTH AFRICA,2,1994,White shark,Unprovoked,N,LOWER EXTREMITIES
2458,M,Young Adult,Swimming,SOUTH AFRICA,1,1994,Non defined,Unprovoked,N,LOWER EXTREMITIES
2463,M,Young Adult,diving,AUSTRALIA,11,1993,Tiger shark,Unprovoked,Y,FATAL
2466,M,Young Adult,Surfing,USA,1,1993,White shark,Unprovoked,N,LOWER EXTREMITIES
2467,F,Young Adult,Swimming,USA,1,1993,Bull shark,Unprovoked,N,OTHERS
2468,F,Young Adult,Kayaking,USA,1,1993,White shark,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
2471,M,Adult,Spearfishing,SOUTH AFRICA,9,1993,White shark,Unprovoked,N,OTHERS
2476,M,Senior,Swimming,SPAIN,9,1993,Non defined,Unprovoked,N,LOWER EXTREMITIES
2477,M,Adult,Spearfishing,BAHAMAS,8,1993,Non defined,Unprovoked,N,LOWER EXTREMITIES
2481,F,Youth,Riding,USA,8,1993,Bull shark,Unprovoked,N,OTHERS
2483,M,Adult,diving,USA,8,1993,White shark,Unprovoked,N,OTHERS
2486,M,Young Adult,Surfing,SOUTH AFRICA,7,1993,White shark,Unprovoked,N,OTHERS
2487,F,Children,Playing,USA,7,1993,Non defined,Unprovoked,N,LOWER EXTREMITIES
2492,M,Youth,Paddling,USA,6,1993,Tiger shark,Unprovoked,N,LOWER EXTREMITIES
2493,M,Young Adult,diving,AUSTRALIA,6,1993,White shark,Unprovoked,Y,FATAL
2494,F,Young Adult,diving,AUSTRALIA,6,1993,White shark,Unprovoked,Y,FATAL
2496,F,Children,Swimming,USA,1,1993,Non defined,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
2503,M,Young Adult,Paddling,USA,3,1993,Tiger shark,Unprovoked,N,LOWER EXTREMITIES
2504,M,Adult,diving,USA,3,1993,White shark,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
2510,M,Youth,Spearfishing,AUSTRALIA,1,1993,Non defined,Unprovoked,N,OTHERS
2512,M,Young Adult,Surfing,USA,1,1993,White shark,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
2517,M,Children,Standing,USA,12,1992,Tiger shark,Unprovoked,N,LOWER EXTREMITIES
2518,M,Young Adult,Lying,USA,12,1992,Tiger shark,Unprovoked,N,OTHERS
2519,M,Young Adult,Spearfishing,USA,11,1992,Non defined,Unprovoked,N,OTHERS
2520,M,Youth,Surfing,USA,11,1992,Non defined,Unprovoked,N,OTHERS
2522,M,Adult,Kayaking,USA,11,1992,White shark,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
2524,M,Adult,diving,USA,11,1992,Non defined,Unprovoked,N,LOWER EXTREMITIES
2526,M,Youth,boarding,USA,11,1992,Tiger shark,Unprovoked,Y,LOWER EXTREMITIES
2527,M,Adult,diving,USA,1,1992,White shark,Unprovoked,N,LOWER EXTREMITIES
2528,M,Young Adult,Surfing,USA,1,1992,Tiger shark,Unprovoked,N,OTHERS
2531,M,Young Adult,Surfing,AUSTRALIA,1,1992,White shark,Unprovoked,Y,FATAL
2533,M,Youth,Surfing,USA,9,1992,White shark,Unprovoked,N,OTHERS
2538,M,Youth,Surfing,AUSTRALIA,8,1992,White shark,Unprovoked,N,OTHERS
2540,M,Youth,Surfing,USA,8,1992,White shark,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
2544,F,Adult,Standing,USA,7,1992,Non defined,Unprovoked,N,LOWER EXTREMITIES
2548,M,Youth,Surfing,REUNION,6,1992,Bull shark,Unprovoked,Y,FATAL
2556,M,Young Adult,Surfing,SOUTH AFRICA,4,1992,Non defined,Unprovoked,N,LOWER EXTREMITIES
2557,F,Adult,Surfing,USA,3,1992,Tiger shark,Unprovoked,N,LOWER EXTREMITIES
2559,M,Adult,diving,JAPAN,3,1992,White shark,Unprovoked,Y,FATAL
2561,M,Youth,Surfing,USA,3,1992,White shark,Unprovoked,N,OTHERS
2566,M,Youth,boarding,AUSTRALIA,1,1992,Non defined,Unprovoked,N,LOWER EXTREMITIES
2567,M,Youth,Swimming,SOUTH AFRICA,1,1992,Non defined,Unprovoked,N,LOWER EXTREMITIES
2568,M,Adult,Spearfishing,SOUTH AFRICA,1,1992,Non defined,Unprovoked,N,OTHERS
2573,M,Young Adult,diving,USA,12,1991,White shark,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
2574,F,Adult,Snorkeling,USA,11,1991,Tiger shark,Unprovoked,Y,LOWER EXTREMITIES
2579,M,Youth,Surfing,USA,1,1991,Non defined,Unprovoked,N,LOWER EXTREMITIES
2580,M,Young Adult,Surfing,USA,1,1991,White shark,Unprovoked,N,OTHERS
2582,M,Youth,diving,AUSTRALIA,9,1991,White shark,Unprovoked,Y,FATAL
2583,M,Adult,Finning,AUSTRALIA,8,1991,Non defined,Provoked,N,OTHERS
2584,M,Youth,Swimming,USA,8,1991,Non defined,Unprovoked,N,LOWER EXTREMITIES
2585,F,Children,Wading,USA,8,1991,Non defined,Unprovoked,N,OTHERS
2587,F,Adult,Canoeing,ITALY,7,1991,White shark,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
2591,M,Young Adult,Surfing,REUNION,7,1991,Tiger shark,Unprovoked,N,OTHERS
2592,M,Young Adult,Surfing,USA,7,1991,White shark,Unprovoked,N,LOWER EXTREMITIES
2597,M,Young Adult,Swimming,USA,6,1991,Bull shark,Unprovoked,N,LOWER EXTREMITIES
2598,F,Senior,Swimming,HONG KONG,6,1991,Tiger shark,Unprovoked,Y,LOWER EXTREMITIES
2599,M,Youth,Sitting,USA,5,1991,Non defined,Unprovoked,N,OTHERS
2603,M,Youth,Surfing,USA,4,1991,Non defined,Unprovoked,N,OTHERS
2606,M,Adult,Surfing,USA,2,1991,White shark,Unprovoked,N,OTHERS
2607,M,Youth,Spearfishing,SOUTH AFRICA,2,1991,White shark,Unprovoked,N,LOWER EXTREMITIES
2614,M,Youth,Surfing,USA,11,1990,Non defined,Unprovoked,N,OTHERS
2615,M,Adult,Surfing,USA,1,1990,Non defined,Unprovoked,N,OTHERS
2619,M,Young Adult,Surfing,USA,1,1990,Non defined,Unprovoked,N,OTHERS
2620,M,Adult,Surfing,USA,1,1990,Tiger shark,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
2621,M,Youth,Surfing,USA,1,1990,Non defined,Unprovoked,N,LOWER EXTREMITIES
2622,M,Young Adult,Spearfishing,SOUTH AFRICA,9,1990,White shark,Unprovoked,N,OTHERS
2623,M,Adult,diving,USA,9,1990,White shark,Unprovoked,N,OTHERS
2624,M,Adult,Kayaking,USA,9,1990,White shark,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
2626,M,Youth,Surfing,USA,8,1990,White shark,Unprovoked,N,LOWER EXTREMITIES
2631,F,Youth,diving,SOUTH AFRICA,6,1990,White shark,Unprovoked,Y,FATAL
2636,M,Youth,Resting,SOUTH AFRICA,5,1990,White shark,Unprovoked,N,OTHERS
2637,M,Youth,Lying,SOUTH AFRICA,4,1990,White shark,Unprovoked,N,LOWER EXTREMITIES
2638,M,Young Adult,Surfing,AUSTRALIA,4,1990,Tiger shark,Unprovoked,N,OTHERS
2653,M,Young Adult,diving,SOUTH AFRICA,11,1989,White shark,Unprovoked,Y,FATAL
2657,M,Youth,Surfing,AUSTRALIA,1,1989,White shark,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
2659,M,Children,Surfing,USA,1,1989,White shark,Unprovoked,N,LOWER EXTREMITIES
2662,M,Young Adult,diving,SOUTH AFRICA,9,1989,White shark,Unprovoked,N,OTHERS
2663,M,Adult,Fishing,USA,9,1989,Non defined,Provoked,N,OTHERS
2665,M,Adult,diving,USA,9,1989,White shark,Unprovoked,N,LOWER EXTREMITIES
2668,M,Young Adult,Feeding,AUSTRALIA,8,1989,Non defined,Provoked,N,LOWER EXTREMITIES
2670,M,Youth,Surfing,SOUTH AFRICA,8,1989,White shark,Unprovoked,N,OTHERS
2671,M,Youth,Surfing,AUSTRALIA,8,1989,Non defined,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
2675,M,Young Adult,Surfing,SOUTH AFRICA,7,1989,White shark,Unprovoked,N,OTHERS
2682,M,Youth,Surfing,SOUTH AFRICA,6,1989,White shark,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
2683,M,Young Adult,diving,SOUTH AFRICA,6,1989,White shark,Unprovoked,N,OTHERS
2690,M,Young Adult,Surfing,AUSTRALIA,3,1989,White shark,Unprovoked,Y,FATAL
2694,M,Adult,diving,ITALY,2,1989,White shark,Unprovoked,Y,FATAL
2696,F,Youth,Kayaking,USA,1,1989,White shark,Unprovoked,Y,FATAL
2700,M,Youth,Surfing,AUSTRALIA,1,1989,Tiger shark,Unprovoked,N,OTHERS
2707,M,Youth,Surfing,USA,1,1988,White shark,Unprovoked,N,LOWER EXTREMITIES
2710,M,Young Adult,Surfing,USA,1,1988,Non defined,Unprovoked,N,LOWER EXTREMITIES
2711,M,Youth,Surfing,USA,1,1988,Non defined,Unprovoked,N,OTHERS
2714,M,Youth,Surfing,USA,9,1988,Non defined,Unprovoked,N,LOWER EXTREMITIES
2716,M,Adult,Snorkeling,USA,9,1988,Bull shark,Unprovoked,Y,FATAL
2720,M,Young Adult,Surfing,USA,8,1988,White shark,Unprovoked,N,OTHERS
2728,M,Adult,Spearfishing,SOUTH AFRICA,6,1988,White shark,Unprovoked,N,OTHERS
2730,M,Adult,Sittting,USA,6,1988,Non defined,Unprovoked,N,LOWER EXTREMITIES
2732,M,Young Adult,Surfing,USA,6,1988,Non defined,Unprovoked,N,LOWER EXTREMITIES
2745,M,Youth,Surfing,SOUTH AFRICA,3,1988,Non defined,Unprovoked,N,LOWER EXTREMITIES
2748,M,Youth,Surfing,SOUTH AFRICA,2,1988,Non defined,Unprovoked,N,LOWER EXTREMITIES
2749,F,Youth,Lying,SOUTH AFRICA,2,1988,Non defined,Unprovoked,N,LOWER EXTREMITIES
2755,M,Young Adult,Attempting,SOUTH AFRICA,1,1988,Non defined,Provoked,N,LOWER EXTREMITIES
2759,M,Youth,Surfing,USA,12,1987,Non defined,Unprovoked,N,OTHERS
2763,M,Youth,Surfing,USA,1,1987,Non defined,Unprovoked,N,LOWER EXTREMITIES
2765,M,Youth,Spearfishing,SOUTH AFRICA,1,1987,White shark,Unprovoked,N,OTHERS
2768,M,Youth,Surfing,SOUTH AFRICA,9,1987,White shark,Unprovoked,N,OTHERS
2769,M,Children,Wading,USA,8,1987,Non defined,Unprovoked,N,LOWER EXTREMITIES
2770,M,Adult,Surfing,USA,8,1987,White shark,Unprovoked,N,OTHERS
2771,M,Young Adult,Surfing,USA,7,1987,White shark,Unprovoked,N,LOWER EXTREMITIES
2772,F,Young Adult,surfing,USA,7,1987,White shark,Unprovoked,N,LOWER EXTREMITIES
2773,F,Youth,Wading,USA,7,1987,White shark,Unprovoked,N,LOWER EXTREMITIES
2784,M,Children,Swimming,VANUATU,4,1987,Non defined,Unprovoked,Y,FATAL
2789,M,Young Adult,Spearfishing,SOUTH AFRICA,1,1987,White shark,Unprovoked,N,OTHERS
2794,M,Youth,boarding,SOUTH AFRICA,12,1986,White shark,Unprovoked,Y,LOWER EXTREMITIES
2795,M,Adult,Surfing,USA,12,1986,Non defined,Unprovoked,N,OTHERS
2797,M,Young Adult,diving,USA,12,1986,White shark,Unprovoked,N,OTHERS
2804,F,Children,Swimming,USA,1,1986,Non defined,Unprovoked,N,LOWER EXTREMITIES
2805,M,Young Adult,Racing,SOUTH AFRICA,1,1986,Non defined,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
2817,M,Young Adult,Spearfishing,SOUTH AFRICA,1,1986,Non defined,Unprovoked,N,OTHERS
2823,M,Young Adult,Treading,SOUTH AFRICA,3,1986,Non defined,Unprovoked,N,LOWER EXTREMITIES
2825,M,Youth,Surfing,SOUTH AFRICA,2,1986,White shark,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
2827,M,Adult,Swimming,SOUTH AFRICA,2,1986,Raggedtooth shark,Unprovoked,N,LOWER EXTREMITIES
2828,M,Young Adult,Spearfishing,SOUTH AFRICA,2,1986,Raggedtooth shark,Unprovoked,N,OTHERS
2829,M,Young Adult,Surfing,AUSTRALIA,2,1986,Non defined,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
2830,M,Youth,Surfing,USA,1,1986,Non defined,Unprovoked,N,LOWER EXTREMITIES
2831,M,Youth,Surfing,USA,1,1986,Non defined,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
2837,M,Youth,boarding,SOUTH AFRICA,1,1985,White shark,Unprovoked,N,LOWER EXTREMITIES
2838,M,Adult,diving,USA,1,1985,Non defined,Unprovoked,N,LOWER EXTREMITIES
2849,F,Children,Wading,USA,7,1985,Non defined,Unprovoked,N,OTHERS
2853,M,Children,Snorkeling,ITALY,7,1985,White shark,Unprovoked,N,LOWER EXTREMITIES
2857,F,Young Adult,diving,AUSTRALIA,3,1985,White shark,Unprovoked,Y,FATAL
2858,M,Young Adult,Diving,USA,2,1985,White shark,Unprovoked,N,OTHERS
2860,M,Youth,Swimming,SOUTH AFRICA,1,1985,Raggedtooth shark,Unprovoked,N,LOWER EXTREMITIES
2862,M,Youth,Surfing,SOUTH AFRICA,1,1985,White shark,Unprovoked,N,OTHERS
2864,M,Young Adult,Spearfishing,SOUTH AFRICA,1,1985,White shark,Unprovoked,N,OTHERS
2866,M,Youth,Spearfishing,SOUTH AFRICA,1,1985,Non defined,Provoked,N,OTHERS
2870,M,Youth,Sailing,AUSTRALIA,11,1984,Tiger shark,Unprovoked,Y,FATAL
2874,F,Youth,Surfing,USA,1,1984,Non defined,Unprovoked,N,OTHERS
2876,M,Youth,Surfing,USA,1,1984,Non defined,Unprovoked,N,OTHERS
2877,M,Young Adult,Surfing,USA,9,1984,White shark,Unprovoked,N,LOWER EXTREMITIES
2881,M,Youth,Surfing,USA,9,1984,Non defined,Unprovoked,N,LOWER EXTREMITIES
2884,M,Young Adult,Skindiving,USA,9,1984,White shark,Unprovoked,Y,FATAL
2889,F,Youth,Swimming,USA,7,1984,Non defined,Unprovoked,N,LOWER EXTREMITIES
2893,M,Young Adult,Surfing,SOUTH AFRICA,6,1984,White shark,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
2894,F,Children,Towing,USA,6,1984,Non defined,Unprovoked,N,LOWER EXTREMITIES
2902,M,Young Adult,diving,SOUTH AFRICA,2,1984,Non defined,Provoked,N,OTHERS
2905,M,Children,Swimming,SOUTH AFRICA,1,1984,Raggedtooth shark,Unprovoked,N,LOWER EXTREMITIES
2913,M,Adult,Swimming,SOUTH AFRICA,12,1983,Raggedtooth shark,Unprovoked,N,OTHERS
2922,M,Young Adult,Spearfishing,SOUTH AFRICA,8,1983,White shark,Unprovoked,N,OTHERS
2923,F,Children,Swimming,USA,8,1983,Non defined,Unprovoked,N,LOWER EXTREMITIES
2925,F,Youth,Diving,USA,8,1983,Bull shark,Unprovoked,N,LOWER EXTREMITIES
2927,F,Youth,Swimming,AUSTRALIA,7,1983,Tiger shark,Unprovoked,Y,FATAL
2928,M,Youth,Swimming,AUSTRALIA,7,1983,Tiger shark,Unprovoked,Y,LOWER EXTREMITIES
2929,M,Young Adult,Undefined,AUSTRALIA,7,1983,Tiger shark,Unprovoked,N,LOWER EXTREMITIES
2931,F,Adult,Windsurfing,USA,7,1983,Non defined,Unprovoked,N,LOWER EXTREMITIES
2940,M,Youth,skiing,USA,5,1983,Non defined,Unprovoked,N,LOWER EXTREMITIES
2944,M,Young Adult,Fishing,SOUTH AFRICA,4,1983,Raggedtooth shark,Unprovoked,N,LOWER EXTREMITIES
2947,M,Youth,Spearfishing,SOUTH AFRICA,3,1983,Non defined,Unprovoked,N,OTHERS
2951,M,Youth,Paddleskiing,SOUTH AFRICA,2,1983,Non defined,Unprovoked,N,OTHERS
2955,M,Young Adult,Spearfishing,SOUTH AFRICA,1,1983,White shark,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
2960,M,Young Adult,Windsurfing,USA,1,1982,Non defined,Unprovoked,N,LOWER EXTREMITIES
2962,M,Youth,Surfing,SOUTH AFRICA,9,1982,White shark,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
2963,M,Youth,Surfing,USA,9,1982,Non defined,Unprovoked,N,LOWER EXTREMITIES
2964,M,Adult,Diving,USA,9,1982,White shark,Unprovoked,N,OTHERS
2965,M,Young Adult,diving,USA,9,1982,White shark,Unprovoked,N,OTHERS
2972,M,Adult,Paddleskiing,SOUTH AFRICA,7,1982,White shark,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
2973,M,Young Adult,Boarding,USA,7,1982,White shark,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
2974,M,Youth,Swimming,USA,7,1982,Non defined,Unprovoked,N,LOWER EXTREMITIES
2978,M,Young Adult,Surfing,SOUTH AFRICA,6,1982,White shark,Unprovoked,Y,FATAL
2979,M,Youth,Swimming,USA,6,1982,Non defined,Unprovoked,N,OTHERS
2995,M,Youth,Swimming,SOUTH AFRICA,1,1982,Raggedtooth shark,Unprovoked,N,LOWER EXTREMITIES
2999,M,Youth,Surfing,USA,12,1981,White shark,Unprovoked,Y,FATAL
3005,M,Youth,Swimming,USA,1,1981,Non defined,Unprovoked,N,OTHERS
3011,M,Young Adult,Swimming,USA,9,1981,Tiger shark,Unprovoked,Y,FATAL
3019,M,Adult,Snorkeling,BAHAMAS,8,1981,Non defined,Unprovoked,N,OTHERS
3021,M,Young Adult,Surfing,SOUTH AFRICA,7,1981,Non defined,Unprovoked,N,LOWER EXTREMITIES
3027,F,Young Adult,diving,SOUTH KOREA,5,1981,White shark,Unprovoked,Y,FATAL
3028,M,Young Adult,Surfing,SOUTH AFRICA,5,1981,Raggedtooth shark,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
3031,M,Youth,Surfing,SOUTH AFRICA,5,1981,Raggedtooth shark,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
3034,M,Youth,Surfing,SOUTH AFRICA,5,1981,Tiger shark,Unprovoked,N,LOWER EXTREMITIES
3035,M,Youth,Standing,USA,3,1981,Bull shark,Unprovoked,N,LOWER EXTREMITIES
3036,M,Youth,Surfing,USA,3,1981,Non defined,Unprovoked,N,OTHERS
3039,M,Young Adult,Swimming,SOUTH AFRICA,2,1981,Non defined,Unprovoked,N,LOWER EXTREMITIES
3042,M,Youth,Surfing,USA,2,1981,Non defined,Unprovoked,N,LOWER EXTREMITIES
3046,M,Young Adult,skiing,AUSTRALIA,1,1981,Tiger shark,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
3048,M,Young Adult,Paddleskiing,SOUTH AFRICA,3,1980,Non defined,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
3050,M,Youth,Spearfishing,REUNION,11,1980,White shark,Unprovoked,N,OTHERS
3054,M,Young Adult,Surfing,USA,1,1980,White shark,Unprovoked,N,OTHERS
3055,M,Youth,Surfing,USA,1,1980,White shark,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
3061,F,Youth,Standing,USA,7,1980,Non defined,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
3065,M,Youth,Surfing,SOUTH AFRICA,5,1980,Non defined,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
3068,F,Children,surfing,MEXICO,1,1980,Tiger shark,Unprovoked,N,OTHERS
3073,M,Youth,boarding,SOUTH AFRICA,1,1980,White shark,Unprovoked,N,LOWER EXTREMITIES
3075,M,Young Adult,Spearfishing,SOUTH AFRICA,1,1980,Non defined,Provoked,N,"NO INJURY, SLIGHT SCARE!"
3077,M,Young Adult,Swimming,SOUTH AFRICA,1,1980,Raggedtooth shark,Unprovoked,N,OTHERS
3086,M,Youth,Surfing,USA,11,1979,White shark,Unprovoked,N,OTHERS
3096,M,Young Adult,Spearfishing,SOUTH AFRICA,1,1979,White shark,Provoked,N,OTHERS
3102,M,Young Adult,Surfing,USA,3,1979,Non defined,Unprovoked,N,LOWER EXTREMITIES
3106,M,Youth,Surfing,SOUTH AFRICA,2,1979,Non defined,Unprovoked,N,OTHERS
3109,M,Youth,Spearfishing,SOUTH AFRICA,12,1978,White shark,Unprovoked,Y,LOWER EXTREMITIES
3113,M,Young Adult,Spearfishing,SOUTH AFRICA,9,1978,White shark,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
3129,M,Youth,Surfing,SOUTH AFRICA,1,1978,Non defined,Unprovoked,N,LOWER EXTREMITIES
3135,M,Youth,Surfing,SOUTH AFRICA,12,1977,Tiger shark,Unprovoked,N,LOWER EXTREMITIES
3138,M,Young Adult,Spearfishing,SOUTH AFRICA,1,1977,White shark,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
3139,M,Youth,Surfing,AUSTRALIA,8,1977,White shark,Unprovoked,N,OTHERS
3142,M,Youth,diving,USA,8,1977,White shark,Unprovoked,N,LOWER EXTREMITIES
3145,M,Young Adult,Spearfishing,USA,6,1977,Bull shark,Provoked,N,LOWER EXTREMITIES
3160,M,Young Adult,diving,USA,12,1976,White shark,Unprovoked,N,LOWER EXTREMITIES
3161,M,Youth,Thrashing,SOUTH AFRICA,11,1976,White shark,Unprovoked,N,OTHERS
3163,M,Youth,Surfing,USA,11,1976,Bull shark,Unprovoked,N,OTHERS
3167,M,Young Adult,Surfing,USA,1,1976,White shark,Unprovoked,N,LOWER EXTREMITIES
3168,M,Youth,Surfing,SOUTH AFRICA,1,1976,White shark,Unprovoked,N,OTHERS
3174,M,Youth,Surfing,USA,9,1976,Tiger shark,Unprovoked,N,LOWER EXTREMITIES
3176,M,Youth,Surfing,USA,8,1976,White shark,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
3181,M,Youth,Skindiving,USA,6,1976,White shark,Unprovoked,N,OTHERS
3199,M,Young Adult,diving,USA,12,1975,White shark,Unprovoked,N,LOWER EXTREMITIES
3202,M,Young Adult,Standing,SOUTH AFRICA,11,1975,Non defined,Unprovoked,N,LOWER EXTREMITIES
3209,M,Youth,Surfing,SOUTH AFRICA,8,1975,White shark,Unprovoked,N,LOWER EXTREMITIES
3210,M,Youth,Floating,USA,8,1975,Non defined,Unprovoked,N,LOWER EXTREMITIES
3211,M,Adult,diving,USA,8,1975,White shark,Unprovoked,N,OTHERS
3214,M,Adult,diving,AUSTRALIA,7,1975,White shark,Unprovoked,Y,FATAL
3217,M,Youth,diving,USA,7,1975,White shark,Unprovoked,N,LOWER EXTREMITIES
3218,M,Young Adult,diving,USA,7,1975,White shark,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
3219,F,Children,Swimming,USA,7,1975,Non defined,Unprovoked,N,OTHERS
3222,M,Youth,Swimming,USA,6,1975,White shark,Unprovoked,N,LOWER EXTREMITIES
3238,M,Youth,Surfing,SOUTH AFRICA,2,1975,Non defined,Unprovoked,N,LOWER EXTREMITIES
3240,M,Children,Swimming,AUSTRALIA,2,1975,White shark,Unprovoked,Y,LOWER EXTREMITIES
3249,M,Youth,Surfing,USA,9,1974,White shark,Unprovoked,N,OTHERS
3250,M,Young Adult,diving,USA,9,1974,White shark,Unprovoked,N,OTHERS
3251,F,Youth,Swimming,ISRAEL,9,1974,Non defined,Unprovoked,N,LOWER EXTREMITIES
3252,M,Adult,diving,USA,9,1974,White shark,Unprovoked,N,OTHERS
3253,M,Adult,diving,USA,9,1974,White shark,Unprovoked,N,LOWER EXTREMITIES
3255,M,Youth,Surfing,USA,1,1974,White shark,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
3266,M,Adult,diving,USA,5,1974,White shark,Unprovoked,N,LOWER EXTREMITIES
3268,M,Youth,Spearfishing,SOUTH AFRICA,4,1974,Raggedtooth shark,Unprovoked,N,LOWER EXTREMITIES
3271,M,Youth,Surfing,SOUTH AFRICA,4,1974,Non defined,Unprovoked,N,LOWER EXTREMITIES
3272,M,Youth,Surfing,SOUTH AFRICA,3,1974,Non defined,Unprovoked,N,"NO INJURY, SLIGHT SCARE!"
3280,M,Young Adult,Swimming,SOUTH AFRICA,1,1974,Non defined,Unprovoked,N,LOWER EXTREMITIES
3294,M,Children,diving,BAHAMAS,9,1973,Bull shark,Unprovoked,N,OTHERS
3296,M,Adult,diving,MEXICO,9,1973,White shark,Unprovoked,Y,LOWER EXTREMITIES
3305,M,Young Adult,Spearfishing,SOUTH AFRICA,1,1973,Non defined,Unprovoked,N,LOWER EXTREMITIES
3313,M,Young Adult,Swimming,MOZAMBIQUE,12,1972,Non defined,Unprovoked,N,LOWER EXTREMITIES
3332,M,Youth,Surfing,USA,6,1972,Non defined,Unprovoked,N,OTHERS
3333,M,Young Adult,diving,USA,5,1972,White shark,Unprovoked,N,LOWER EXTREMITIES
3340,M,Youth,Surfing,AUSTRALIA,2,1972,Non defined,Unprovoked,N,LOWER EXTREMITIES
3343,F,Young Adult,Sitting,SOUTH AFRICA,1,1972,Non defined,Unprovoked,N,LOWER EXTREMITIES
3344,M,Youth,Standing,MOZAMBIQUE,1,1972,White shark,Unprovoked,N,LOWER EXTREMITIES
3348,F,Youth,Swimming,SOUTH AFRICA,12,1971,White shark,Unprovoked,N,OTHERS
3352,M,Youth,Surfing,USA,1,1971,Non defined,Unprovoked,N,OTHERS
3353,M,Young Adult,Swimming,SOUTH AFRICA,1,1971,Non defined,Unprovoked,N,OTHERS
3354,M,Young Adult,diving,USA,1,1971,White shark,Unprovoked,N,LOWER EXTREMITIES
3356,M,Young Adult,Swimming,CROATIA,9,1971,White shark,Unprovoked,Y,FATAL
3358,M,Young Adult,diving,AUSTRALIA,8,1971,Non defined,Provoked,N,LOWER EXTREMITIES
3361,M,Youth,Surfing,SOUTH AFRICA,6,1971,White shark,Unprovoked,N,LOWER EXTREMITIES
3364,M,Children,Swimming,SOUTH AFRICA,4,1971,White shark,Unprovoked,Y,FATAL
3369,M,Youth,Surfing,NEW ZEALAND,3,1971,White shark,Unprovoked,N,LOWER EXTREMITIES
3381,M,Adult,Diving,MICRONESIA,9,1970,Non defined,Unprovoked,N,OTHERS
