Year,Country,Area,Activity,Sex,Fatal (Y/N)
1921,AUSTRALIA,Queensland,Wading,M,N
1921,AUSTRALIA,Queensland,Diving,M,N
1921,AUSTRALIA,Queensland,Diving,M,Y
1921,AUSTRALIA,Torres Strait,Unknown,M,N
1920,AUSTRALIA,Western Australia,Wading,M,N
1920,AUSTRALIA,Western Australia,Wading,M,N
1920,AUSTRALIA,Torres Strait,Diving,M,N
1920,USA,Florida,Swimming,M,N
1920,AUSTRALIA,Queensland,Swimming,M,N
1920,AUSTRALIA,Torres Strait,Diving,M,N
1920,SOUTH AFRICA,Eastern Cape Province,Swimming,F,N
1920,AUSTRALIA,Torres Strait,Diving,M,Y
1920,AUSTRALIA,New South Wales,Swimming,M,Y
1920,SOUTH AFRICA,KwaZulu-Natal,Other,M,N
1919,AUSTRALIA,Queensland,Swimming,M,N
1919,AUSTRALIA,New South Wales,Swimming,M,Y
1919,USA,Florida,Swimming,M,N
1919,USA,South Carolina,Swimming,M,N
1919,USA,Florida,Other,M,Y
1919,AUSTRALIA,New South Wales,Swimming,M,N
1919,AUSTRALIA,New South Wales,Wading,M,Y
1919,AUSTRALIA,Queensland,Wading,M,Y
1919,USA,Florida,Swimming,F,N
1918,USA,Hawaii,Fishing,M,Y
1918,AUSTRALIA,Queensland,Swimming,M,Y
1918,AUSTRALIA,New South Wales,Surfing,M,N
1918,AUSTRALIA,Queensland,Diving,M,N
1917,AUSTRALIA,Western Australia,Swimming,M,N
1917,USA,Hawaii,Other,M,N
1917,USA,Florida,Diving,M,Y
1917,USA,South Carolina,Swimming,M,N
1916,AUSTRALIA,Queensland,Swimming,M,N
1916,AUSTRALIA,New South Wales,Other,M,Y
1916,AUSTRALIA,New South Wales,Swimming,F,N
1916,AUSTRALIA,Queensland,Swimming,M,Y
1916,AUSTRALIA,Queensland,Swimming,M,Y
1916,USA,Florida,Fishing,M,Y
1916,USA,North Carolina,Fishing,M,N
1916,USA,Florida,Unknown,M,N
1916,AUSTRALIA,New South Wales,Swimming,M,Y
1916,AUSTRALIA,Victoria,Paddling,M,Y
1916,AUSTRALIA,New South Wales,Swimming,M,N
1915,AUSTRALIA,Torres Strait,Diving,M,N
1915,AUSTRALIA,Queensland,Swimming,M,N
1915,AUSTRALIA,New South Wales,Swimming,M,N
1915,USA,Florida,Unknown,M,N
1915,AUSTRALIA,Torres Strait,Surfing,M,N
1915,AUSTRALIA,Queensland,Swimming,M,N
1915,AUSTRALIA,New South Wales,Swimming,M,Y
1914,AUSTRALIA,Queensland,Swimming,M,N
1914,AUSTRALIA,Victoria,Swimming,M,Y
1914,USA,Florida,Fishing,F,N
1914,USA,Florida,Swimming,M,Y
1914,USA,Hawaii,Other,M,Y
1914,AUSTRALIA,South Australia,Wading,M,N
1914,AUSTRALIA,New South Wales,Paddling,M,N
1914,AUSTRALIA,Queensland,Wading,F,N
1913,AUSTRALIA,Queensland,Swimming,M,N
1913,USA,Florida,Unknown,M,N
1913,USA,South Carolina,Unknown,M,Y
1913,USA,Florida,Fishing,M,N
1913,AUSTRALIA,New South Wales,Other,M,N
1913,AUSTRALIA,Torres Strait,Diving,M,N
1913,AUSTRALIA,Victoria,Unknown,M,N
1912,USA,South Carolina,Swimming,M,N
1912,AUSTRALIA,Western Australia,Diving,M,N
1912,AUSTRALIA,New South Wales,Swimming,M,N
1912,AUSTRALIA,New South Wales,Swimming,M,Y
1912,AUSTRALIA,New South Wales,Unknown,M,N
1912,AUSTRALIA,Queensland,Swimming,M,Y
1911,USA,Florida,Unknown,M,Y
1911,USA,South Carolina,Other,M,Y
1911,AUSTRALIA,Queensland,Diving,M,N
1911,USA,Texas,Other,M,Y
1911,USA,Florida,Swimming,M,Y
1911,USA,Florida,Swimming,M,N
1911,SOUTH AFRICA,Western Cape Province,Swimming,M,Y
1911,USA,Texas,Fishing,M,N
1911,SOUTH AFRICA,Western Cape Province,Swimming,M,Y
1911,AUSTRALIA,Torres Strait,Swimming,M,Y
1911,AUSTRALIA,Western Australia,Other,M,N
1911,USA,Texas,Swimming,M,N
1910,AUSTRALIA,Western Australia,Boat,M,Y
1910,AUSTRALIA,Queensland,Swimming,M,N
1910,USA,Hawaii,Diving,M,N
1910,AUSTRALIA,Western Australia,Swimming,M,N
1910,AUSTRALIA,New South Wales,Unknown,M,Y
1910,USA,Hawaii,Fishing,M,Y
1909,USA,Florida,Unknown,M,N
1909,AUSTRALIA,New South Wales,Other,M,Y
1909,AUSTRALIA,New South Wales,Fishing,M,N
1909,USA,Florida,Fishing,M,Y
1909,USA,Florida,Swimming,M,N
1909,SOUTH AFRICA,Western Cape Province,Unknown,M,Y
1909,AUSTRALIA,Queensland,Other,M,Y
1909,USA,Hawaii,Other,F,Y
1908,SOUTH AFRICA,Western Cape Province,Swimming,M,Y
1908,AUSTRALIA,Torres Strait,Other,M,Y
1908,USA,California,Fishing,M,N
1908,USA,Florida,Unknown,M,Y
1908,USA,Hawaii,Other,M,Y
1907,AUSTRALIA,New South Wales,Swimming,M,Y
1907,AUSTRALIA,Torres Strait,Swimming,M,Y
1907,AUSTRALIA,New South Wales,Swimming,M,N
1907,USA,Hawaii,Diving,M,N
1907,AUSTRALIA,Queensland,Other,M,Y
1907,USA,South Carolina,Swimming,M,N
1907,USA,Florida,Fishing,M,Y
1907,AUSTRALIA,Queensland,Swimming,M,Y
1907,USA,Hawaii,Fishing,M,Y
1906,USA,Hawaii,Unknown,M,N
1906,USA,Hawaii,Swimming,M,Y
1906,USA,Hawaii,Diving,M,N
1906,USA,Hawaii,Swimming,M,Y
1906,AUSTRALIA,Torres Strait,Swimming,M,Y
1906,USA,California,Fishing,M,N
1906,AUSTRALIA,Victoria,Other,M,N
1906,AUSTRALIA,Queensland,Diving,M,Y
1906,AUSTRALIA,New South Wales,Other,M,Y
1906,AUSTRALIA,New South Wales,Swimming,M,Y
1906,SOUTH AFRICA,KwaZulu-Natal,Other,M,Y
1905,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,Y
1905,AUSTRALIA,Western Australia,Swimming,M,N
1905,AUSTRALIA,New South Wales,Swimming,M,Y
1905,USA,North Carolina,Wading,M,Y
1905,USA,North Carolina,Fishing,M,Y
1905,USA,Florida,Swimming,M,N
1905,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,Y
1905,AUSTRALIA,New South Wales,Swimming,M,N
1905,AUSTRALIA,Victoria,Swimming,M,Y
1905,AUSTRALIA,Victoria,Swimming,M,Y
1904,USA,Texas,Swimming,M,Y
1904,AUSTRALIA,Queensland,Swimming,M,Y
1904,USA,Hawaii,Swimming,M,Y
1903,AUSTRALIA,New South Wales,Swimming,M,Y
1903,AUSTRALIA,New South Wales,Other,M,Y
1903,AUSTRALIA,Queensland,Swimming,M,Y
1903,AUSTRALIA,New South Wales,Unknown,M,Y
1903,USA,Hawaii,Fishing,M,Y
1902,AUSTRALIA,New South Wales,Swimming,M,Y
1902,USA,Texas,Fishing,M,N
1902,USA,Hawaii,Other,M,Y
1902,SOUTH AFRICA,Eastern Cape Province,Swimming,M,Y
1902,AUSTRALIA,New South Wales,Wading,M,Y
1902,SOUTH AFRICA,KwaZulu-Natal,Unknown,M,Y
1902,AUSTRALIA,Queensland,Swimming,M,N
1901,AUSTRALIA,Queensland,Swimming,M,N
1901,SOUTH AFRICA,Western Cape Province,Swimming,M,Y
1901,AUSTRALIA,Queensland,Swimming,M,Y
1901,USA,Florida,Swimming,M,N
